beneficiary_id,name,age_group,age_months,gender,region,meals_per_day,food_diversity_score,protein_intake_g,calorie_intake_kcal,attendance_rate,days_since_last_check,risk_score,risk_category,last_updated
BEN04101,Aryan Sharma,3-5 years,39,Male,Uttar Pradesh,3,5,57.2,2081.0,0.97,44,33.2,Medium,2025-12-13 16:06:13
BEN04102,Aditi Pandey,3-5 years,40,Female,Bihar,3,7,42.7,1567.0,0.98,2,7.0,Low,2025-12-06 16:06:13
BEN04103,Angel Khan,6-12 years,113,Female,Telangana,2,3,24.2,1068.0,0.41,30,100.0,High,2025-12-15 16:06:13
BEN04104,Kabir Sharma,13-18 years,170,Male,Haryana,3,7,43.8,1588.0,0.75,38,21.0,Low,2025-12-08 16:06:13
BEN04105,Dhruv Malhotra,0-2 years,15,Male,Uttar Pradesh,1,1,28.0,880.0,0.58,26,100.0,High,2025-12-13 16:06:13
BEN04106,Kiara Iyer,6-12 years,75,Female,Telangana,3,7,58.8,2109.0,0.95,2,9.9,Low,2025-12-20 16:06:13
BEN04107,Ved Pandey,0-2 years,19,Male,Tamil Nadu,3,4,51.1,1953.0,0.97,7,28.6,Low,2025-12-20 16:06:13
BEN04108,Prisha Nair,6-12 years,76,Female,Haryana,3,7,55.4,2165.0,0.82,7,16.8,Low,2025-12-22 16:06:13
BEN04109,Riya Das,6-12 years,121,Female,Jharkhand,3,7,56.3,1712.0,0.93,9,22.0,Low,2025-12-05 16:06:13
BEN04110,Ishita Patel,6-12 years,123,Female,Maharashtra,2,2,22.1,828.0,0.33,37,100.0,High,2025-12-05 16:06:13
BEN04111,Syed Kumar,13-18 years,183,Male,Odisha,3,7,54.9,1686.0,0.91,27,25.2,Low,2025-12-27 16:06:13
BEN04112,Aarav Reddy,6-12 years,144,Male,West Bengal,2,7,53.1,1827.0,0.96,27,34.3,Medium,2025-12-13 16:06:13
BEN04113,Aditi Chopra,13-18 years,160,Female,Gujarat,4,5,39.7,1582.0,0.98,17,36.9,Medium,2025-12-05 16:06:13
BEN04114,Arnav Reddy,3-5 years,38,Male,Assam,3,5,54.2,2148.0,0.98,23,26.2,Low,2025-12-14 16:06:13
BEN04115,Dhruv Mehta,3-5 years,53,Male,West Bengal,4,4,45.0,2142.0,0.98,30,13.7,Low,2025-12-29 16:06:13
BEN04116,Arnav Sharma,6-12 years,130,Male,Maharashtra,3,7,46.8,1577.0,0.92,14,23.8,Low,2025-12-07 16:06:13
BEN04117,Ved Chopra,13-18 years,189,Male,Maharashtra,2,1,22.0,1024.0,0.61,18,100.0,High,2025-12-13 16:06:13
BEN04118,Angel Malhotra,3-5 years,49,Female,Gujarat,2,7,56.5,1594.0,0.79,11,37.2,Medium,2026-01-03 16:06:13
BEN04119,Shaurya Patel,3-5 years,53,Male,Maharashtra,2,1,28.3,981.0,0.36,27,100.0,High,2025-12-15 16:06:13
BEN04120,Aaradhya Verma,0-2 years,2,Female,Gujarat,1,2,26.4,1388.0,0.3,21,100.0,High,2025-12-13 16:06:13
BEN04121,Muhammad Verma,6-12 years,90,Male,Maharashtra,1,1,14.3,982.0,0.51,1,93.7,High,2025-12-06 16:06:13
BEN04122,Arjun Das,3-5 years,39,Male,Bihar,2,7,37.7,1820.0,0.82,15,43.8,Medium,2025-12-15 16:06:13
BEN04123,Ishita Kumar,13-18 years,167,Female,Chhattisgarh,2,3,20.5,1309.0,0.63,44,100.0,High,2025-12-11 16:06:13
BEN04124,Vivaan Nair,0-2 years,15,Male,Rajasthan,4,4,52.8,1801.0,0.8,36,19.4,Low,2025-12-20 16:06:13
BEN04125,Reyansh Chopra,6-12 years,89,Male,Chhattisgarh,3,5,58.5,2164.0,0.93,23,18.8,Low,2026-01-01 16:06:13
BEN04126,Pari Nair,3-5 years,58,Female,Chhattisgarh,3,5,59.0,1711.0,0.91,44,32.7,Medium,2025-12-23 16:06:13
BEN04127,Ananya Pandey,3-5 years,52,Female,Tamil Nadu,4,4,55.2,1535.0,0.88,12,9.8,Low,2025-12-15 16:06:13
BEN04128,Shaurya Kumar,6-12 years,127,Male,Assam,4,5,49.2,1787.0,0.87,3,18.0,Low,2025-12-28 16:06:13
BEN04129,Riya Joshi,0-2 years,12,Female,Karnataka,3,6,51.3,1902.0,0.88,13,17.1,Low,2025-12-26 16:06:13
BEN04130,Prisha Desai,6-12 years,92,Female,Chhattisgarh,3,5,50.9,1995.0,0.9,31,17.4,Low,2025-12-18 16:06:13
BEN04131,Zoya Singh,13-18 years,171,Female,Tamil Nadu,3,4,51.7,1946.0,0.94,3,31.9,Medium,2025-12-20 16:06:13
BEN04132,Ved Joshi,13-18 years,159,Male,West Bengal,1,2,25.9,939.0,0.42,40,100.0,High,2025-12-24 16:06:13
BEN04133,Arjun Verma,6-12 years,106,Male,Uttar Pradesh,4,4,54.5,1735.0,0.83,26,27.1,Low,2025-12-28 16:06:13
BEN04134,Saanvi Joshi,3-5 years,45,Female,Jammu and Kashmir,4,7,38.5,1628.0,0.81,43,16.2,Low,2025-12-17 16:06:13
BEN04135,Aditi Kumar,6-12 years,135,Female,Rajasthan,3,5,52.0,1783.0,0.77,36,33.1,Medium,2025-12-15 16:06:13
BEN04136,Advaith Joshi,6-12 years,126,Male,Jammu and Kashmir,4,5,40.9,2005.0,0.9,40,21.8,Low,2025-12-29 16:06:13
BEN04137,Syed Nair,6-12 years,123,Male,Chhattisgarh,2,1,28.3,1391.0,0.34,3,100.0,High,2025-12-23 16:06:13
BEN04138,Dhruv Pandey,6-12 years,89,Male,Telangana,2,1,14.1,1141.0,0.31,6,100.0,High,2025-12-15 16:06:13
BEN04139,Atharva Kumar,6-12 years,86,Male,Kerala,2,5,46.9,2020.0,0.85,40,42.2,Medium,2025-12-09 16:06:13
BEN04140,Sara Gupta,3-5 years,48,Female,Jammu and Kashmir,3,1,22.7,842.0,0.41,29,98.6,High,2025-12-25 16:06:13
BEN04141,Advaith Patel,0-2 years,24,Male,Uttar Pradesh,1,2,12.6,908.0,0.63,3,79.7,High,2025-12-06 16:06:13
BEN04142,Muhammad Singh,3-5 years,37,Male,Punjab,2,5,36.7,2044.0,0.92,12,57.8,Medium,2025-12-28 16:06:13
BEN04143,Kiara Kumar,6-12 years,111,Female,Tamil Nadu,2,6,39.9,1989.0,0.97,25,50.7,Medium,2025-12-11 16:06:13
BEN04144,Riya Nair,13-18 years,163,Female,Kerala,3,6,44.1,1852.0,0.95,28,32.7,Medium,2025-12-16 16:06:13
BEN04145,Anika Kumar,13-18 years,180,Female,West Bengal,3,1,28.3,1018.0,0.31,12,100.0,High,2025-12-18 16:06:13
BEN04146,Kiara Yadav,6-12 years,117,Female,Rajasthan,3,5,46.0,1767.0,0.97,20,26.0,Low,2025-12-08 16:06:13
BEN04147,Ved Nair,0-2 years,23,Male,Chhattisgarh,3,2,14.4,1215.0,0.69,31,64.5,High,2025-12-31 16:06:13
BEN04148,Krishna Joshi,3-5 years,38,Male,Madhya Pradesh,1,1,10.5,1278.0,0.54,30,86.5,High,2025-12-29 16:06:13
BEN04149,Prisha Kumar,3-5 years,51,Female,Andhra Pradesh,4,6,43.6,1712.0,0.92,14,5.9,Low,2025-12-10 16:06:13
BEN04150,Navya Pandey,0-2 years,15,Female,Gujarat,1,2,10.4,1320.0,0.47,30,86.1,High,2025-12-24 16:06:13
BEN04151,Reyansh Sharma,3-5 years,52,Male,West Bengal,2,1,25.2,1151.0,0.59,43,100.0,High,2025-12-22 16:06:13
BEN04152,Aaradhya Reddy,3-5 years,48,Female,Haryana,4,4,43.3,2134.0,0.79,30,11.8,Low,2025-12-27 16:06:13
BEN04153,Syed Gupta,0-2 years,11,Male,Punjab,3,4,38.1,1668.0,0.84,20,42.8,Medium,2025-12-13 16:06:13
BEN04154,Myra Joshi,6-12 years,106,Female,Bihar,3,7,41.4,2153.0,0.91,22,9.4,Low,2025-12-23 16:06:13
BEN04155,Advaith Desai,0-2 years,12,Male,Tamil Nadu,2,2,10.1,947.0,0.3,16,98.1,High,2025-12-28 16:06:13
BEN04156,Ananya Patel,6-12 years,72,Female,Maharashtra,2,5,54.8,2030.0,0.8,9,34.5,Medium,2025-12-10 16:06:13
BEN04157,Arjun Yadav,3-5 years,49,Male,Assam,4,5,58.0,1524.0,0.77,10,5.7,Low,2025-12-27 16:06:13
BEN04158,Ved Verma,6-12 years,84,Male,Gujarat,3,1,17.7,898.0,0.49,8,99.2,High,2025-12-27 16:06:13
BEN04159,Kabir Kumar,6-12 years,123,Male,Karnataka,1,3,16.3,1001.0,0.57,4,95.0,High,2025-12-09 16:06:13
BEN04160,Ananya Malhotra,3-5 years,43,Female,Telangana,2,4,59.3,1772.0,0.79,44,42.0,Medium,2025-12-13 16:06:13
BEN04161,Dhruv Khan,13-18 years,160,Male,Punjab,3,4,56.0,1605.0,0.96,43,48.0,Medium,2025-12-15 16:06:13
BEN04162,Zoya Iyer,6-12 years,86,Female,Jammu and Kashmir,2,2,11.2,1191.0,0.69,43,86.7,High,2025-12-06 16:06:13
BEN04163,Siya Malhotra,3-5 years,41,Female,Chhattisgarh,2,4,49.4,1683.0,0.78,13,47.7,Medium,2025-12-25 16:06:13
BEN04164,Navya Das,0-2 years,8,Female,Bihar,3,4,57.8,1660.0,0.93,44,30.4,Medium,2025-12-15 16:06:13
BEN04165,Anika Rao,13-18 years,161,Female,West Bengal,3,5,40.6,2171.0,0.99,13,17.3,Low,2025-12-15 16:06:13
BEN04166,Zoya Iyer,0-2 years,13,Female,Jharkhand,2,3,16.2,1358.0,0.54,12,66.6,High,2025-12-16 16:06:13
BEN04167,Syed Malhotra,0-2 years,22,Male,Madhya Pradesh,3,3,26.7,902.0,0.49,38,85.9,High,2025-12-18 16:06:13
BEN04168,Pranav Verma,6-12 years,109,Male,Rajasthan,2,1,15.6,1035.0,0.41,3,100.0,High,2025-12-25 16:06:13
BEN04169,Krishna Chopra,3-5 years,55,Male,Assam,3,5,37.2,2003.0,0.95,9,29.9,Low,2025-12-29 16:06:13
BEN04170,Dhruv Reddy,13-18 years,178,Male,Karnataka,4,7,35.9,2022.0,0.99,15,23.2,Low,2025-12-25 16:06:13
BEN04171,Sai Joshi,0-2 years,23,Male,Assam,4,6,37.7,2033.0,0.85,24,13.2,Low,2025-12-12 16:06:13
BEN04172,Aarav Verma,13-18 years,175,Male,Haryana,2,7,39.2,1517.0,0.85,4,46.5,Medium,2025-12-14 16:06:13
BEN04173,Sara Khan,0-2 years,9,Female,Uttar Pradesh,1,2,17.2,1112.0,0.59,43,92.1,High,2025-12-12 16:06:13
BEN04174,Ayaan Malhotra,6-12 years,121,Male,Haryana,3,6,54.3,2019.0,0.93,24,17.4,Low,2025-12-09 16:06:13
BEN04175,Aryan Chopra,3-5 years,43,Male,Haryana,2,7,48.9,1970.0,0.79,43,35.2,Medium,2025-12-30 16:06:13
BEN04176,Ayaan Verma,6-12 years,88,Male,Madhya Pradesh,3,6,58.3,2055.0,0.87,31,29.5,Low,2025-12-29 16:06:13
BEN04177,Shaurya Desai,3-5 years,47,Male,Punjab,3,3,24.9,1172.0,0.35,2,73.6,High,2025-12-10 16:06:13
BEN04178,Angel Gupta,3-5 years,53,Female,Bihar,3,5,35.9,1780.0,0.93,26,27.9,Low,2025-12-22 16:06:13
BEN04179,Aditya Mehta,0-2 years,24,Male,Karnataka,3,6,54.4,1611.0,0.76,19,26.9,Low,2026-01-01 16:06:13
BEN04180,Aadhya Khan,3-5 years,60,Female,Bihar,3,5,54.7,1939.0,0.87,0,20.7,Low,2025-12-08 16:06:13
BEN04181,Advaith Chopra,3-5 years,44,Male,Rajasthan,4,5,41.7,1769.0,0.82,24,10.3,Low,2025-12-15 16:06:13
BEN04182,Arjun Nair,3-5 years,59,Male,Chhattisgarh,3,5,49.0,1942.0,1.0,15,16.9,Low,2025-12-26 16:06:13
BEN04183,Ishita Pandey,3-5 years,54,Female,Karnataka,1,2,18.3,969.0,0.42,24,100.0,High,2026-01-03 16:06:13
BEN04184,Myra Mehta,3-5 years,41,Female,Punjab,3,5,38.6,1545.0,0.75,32,38.0,Medium,2025-12-12 16:06:13
BEN04185,Ayaan Verma,3-5 years,48,Male,Punjab,1,1,18.5,1084.0,0.5,14,96.0,High,2025-12-05 16:06:13
BEN04186,Prisha Gupta,3-5 years,52,Female,Rajasthan,2,3,23.0,1372.0,0.45,41,90.1,High,2026-01-01 16:06:13
BEN04187,Saanvi Rao,3-5 years,56,Female,NCT Delhi,3,7,49.3,1576.0,0.96,6,12.5,Low,2025-12-09 16:06:13
BEN04188,Angel Patel,3-5 years,38,Female,Kerala,3,7,37.0,1708.0,0.75,23,17.2,Low,2026-01-03 16:06:13
BEN04189,Prisha Joshi,3-5 years,47,Female,NCT Delhi,3,6,50.1,1802.0,0.98,40,26.4,Low,2025-12-25 16:06:13
BEN04190,Muhammad Kumar,0-2 years,15,Male,Kerala,2,1,17.3,914.0,0.6,21,97.1,High,2025-12-15 16:06:13
BEN04191,Sai Chopra,13-18 years,209,Male,West Bengal,2,4,38.3,1581.0,0.89,22,57.7,Medium,2025-12-16 16:06:13
BEN04192,Diya Verma,3-5 years,46,Female,Uttar Pradesh,2,3,13.4,1109.0,0.55,7,92.5,High,2025-12-25 16:06:13
BEN04193,Aditya Nair,0-2 years,9,Male,Jammu and Kashmir,4,4,59.1,2197.0,0.91,20,22.8,Low,2025-12-23 16:06:13
BEN04194,Kabir Rao,3-5 years,53,Male,Kerala,3,5,41.1,1769.0,0.8,20,17.8,Low,2025-12-29 16:06:13
BEN04195,Ayaan Joshi,3-5 years,36,Male,Punjab,3,6,42.1,1684.0,0.79,26,15.0,Low,2025-12-20 16:06:13
BEN04196,Angel Das,3-5 years,49,Female,Chhattisgarh,1,1,28.1,1375.0,0.66,11,89.2,High,2025-12-23 16:06:13
BEN04197,Kabir Sharma,0-2 years,6,Male,Telangana,3,4,38.0,1879.0,0.88,12,32.5,Medium,2025-12-23 16:06:13
BEN04198,Aryan Iyer,3-5 years,60,Male,Jammu and Kashmir,2,3,27.5,910.0,0.51,26,90.1,High,2025-12-09 16:06:13
BEN04199,Pari Reddy,13-18 years,195,Female,NCT Delhi,1,2,21.6,891.0,0.39,42,100.0,High,2025-12-14 16:06:13
BEN04200,Sai Sharma,6-12 years,132,Male,Bihar,3,4,54.0,1859.0,0.87,31,30.4,Medium,2026-01-01 16:06:13
BEN04201,Zoya Reddy,3-5 years,37,Female,Telangana,3,4,40.6,2197.0,0.89,1,18.9,Low,2025-12-13 16:06:13
BEN04202,Ishaan Das,6-12 years,78,Male,Bihar,3,4,48.6,1509.0,0.98,7,27.4,Low,2025-12-11 16:06:13
BEN04203,Arnav Chopra,13-18 years,194,Male,Chhattisgarh,3,4,55.0,1511.0,0.82,23,34.7,Medium,2025-12-30 16:06:13
BEN04204,Ishita Rao,3-5 years,41,Female,Odisha,4,4,35.5,1505.0,0.81,7,31.1,Medium,2025-12-08 16:06:13
BEN04205,Ishita Mehta,3-5 years,55,Female,Telangana,3,5,39.4,1527.0,0.77,23,30.5,Medium,2025-12-16 16:06:13
BEN04206,Pari Desai,0-2 years,6,Female,Chhattisgarh,1,1,20.5,1242.0,0.5,15,100.0,High,2025-12-13 16:06:13
BEN04207,Ishaan Khan,6-12 years,129,Male,Tamil Nadu,3,5,56.1,1993.0,0.91,39,28.6,Low,2025-12-15 16:06:13
BEN04208,Arjun Singh,3-5 years,45,Male,Chhattisgarh,1,2,22.9,915.0,0.68,36,99.8,High,2025-12-25 16:06:13
BEN04209,Syed Mehta,6-12 years,134,Male,Karnataka,3,1,16.5,831.0,0.54,31,87.1,High,2025-12-14 16:06:13
BEN04210,Riya Nair,3-5 years,37,Female,Tamil Nadu,2,7,56.6,1544.0,0.99,35,41.3,Medium,2025-12-14 16:06:13
BEN04211,Advaith Chopra,3-5 years,42,Male,Tamil Nadu,2,3,18.1,872.0,0.32,20,96.3,High,2025-12-18 16:06:13
BEN04212,Aditi Pandey,6-12 years,125,Female,Chhattisgarh,3,6,48.9,1835.0,0.87,41,22.9,Low,2025-12-14 16:06:13
BEN04213,Sara Nair,3-5 years,53,Female,Punjab,2,3,26.9,1234.0,0.4,2,96.5,High,2025-12-19 16:06:13
BEN04214,Anika Iyer,0-2 years,10,Female,West Bengal,3,2,24.3,1077.0,0.31,34,81.3,High,2025-12-05 16:06:13
BEN04215,Ayaan Verma,6-12 years,90,Male,Gujarat,3,6,45.1,1964.0,0.78,36,20.4,Low,2025-12-23 16:06:13
BEN04216,Pranav Das,13-18 years,176,Male,Bihar,1,3,16.7,1216.0,0.46,37,99.2,High,2025-12-15 16:06:13
BEN04217,Angel Verma,3-5 years,40,Female,Maharashtra,2,7,59.2,1947.0,0.91,6,24.5,Low,2025-12-31 16:06:13
BEN04218,Prisha Sharma,6-12 years,88,Female,Jammu and Kashmir,3,6,46.2,1571.0,0.97,39,31.6,Medium,2025-12-28 16:06:13
BEN04219,Saanvi Yadav,13-18 years,194,Female,Telangana,3,4,38.1,2197.0,0.82,23,37.7,Medium,2025-12-16 16:06:13
BEN04220,Krishna Nair,0-2 years,14,Male,Gujarat,4,6,55.7,1720.0,0.97,2,7.9,Low,2025-12-06 16:06:13
BEN04221,Krishna Reddy,3-5 years,50,Male,Odisha,2,1,23.7,1168.0,0.37,36,100.0,High,2025-12-17 16:06:13
BEN04222,Pranav Singh,0-2 years,14,Male,Madhya Pradesh,2,5,51.6,1570.0,0.83,30,46.9,Medium,2025-12-13 16:06:13
BEN04223,Aryan Khan,3-5 years,51,Male,Rajasthan,2,2,12.9,1081.0,0.49,16,90.3,High,2025-12-16 16:06:13
BEN04224,Muhammad Malhotra,13-18 years,171,Male,Assam,3,6,53.9,1854.0,0.78,11,19.8,Low,2025-12-08 16:06:13
BEN04225,Siya Iyer,3-5 years,57,Female,Kerala,3,6,54.9,2187.0,0.99,44,26.9,Low,2025-12-15 16:06:13
BEN04226,Pari Sharma,6-12 years,86,Female,Chhattisgarh,3,4,56.2,1725.0,0.77,21,31.5,Medium,2025-12-26 16:06:13
BEN04227,Aditya Chopra,6-12 years,73,Male,Assam,3,7,54.9,2020.0,0.85,27,7.1,Low,2025-12-26 16:06:13
BEN04228,Dhruv Reddy,0-2 years,8,Male,Telangana,1,1,28.7,1349.0,0.56,15,88.5,High,2025-12-19 16:06:13
BEN04229,Aditya Chopra,13-18 years,212,Male,Chhattisgarh,1,1,23.4,971.0,0.66,42,99.8,High,2025-12-05 16:06:13
BEN04230,Zoya Mehta,6-12 years,97,Female,Bihar,3,5,43.6,2000.0,0.75,24,16.1,Low,2025-12-18 16:06:13
BEN04231,Ishaan Malhotra,0-2 years,15,Male,Punjab,4,6,40.6,1798.0,0.87,18,8.1,Low,2025-12-07 16:06:13
BEN04232,Reyansh Shah,3-5 years,36,Male,Tamil Nadu,1,3,25.6,1147.0,0.45,36,100.0,High,2025-12-20 16:06:13
BEN04233,Kabir Gupta,3-5 years,46,Male,Karnataka,1,3,23.8,1043.0,0.7,42,97.9,High,2025-12-14 16:06:13
BEN04234,Kiara Joshi,6-12 years,136,Female,Chhattisgarh,4,7,42.3,1555.0,0.94,17,14.4,Low,2026-01-02 16:06:13
BEN04235,Pihu Yadav,0-2 years,11,Female,Odisha,4,5,50.3,1569.0,0.82,40,18.4,Low,2025-12-06 16:06:13
BEN04236,Prisha Chopra,0-2 years,24,Female,Assam,1,3,26.6,1271.0,0.56,5,82.5,High,2025-12-07 16:06:13
BEN04237,Ishaan Verma,3-5 years,50,Male,Rajasthan,4,4,55.5,1944.0,0.75,24,27.9,Low,2025-12-15 16:06:13
BEN04238,Aryan Pandey,3-5 years,51,Male,Karnataka,3,5,42.0,2114.0,0.9,40,30.9,Medium,2025-12-27 16:06:13
BEN04239,Saanvi Joshi,0-2 years,1,Female,Telangana,2,3,16.8,1222.0,0.49,20,94.2,High,2026-01-02 16:06:13
BEN04240,Atharva Das,0-2 years,22,Male,Chhattisgarh,2,1,29.4,1243.0,0.38,9,99.7,High,2025-12-07 16:06:13
BEN04241,Arjun Mehta,0-2 years,4,Male,Telangana,2,7,40.9,1921.0,0.84,4,21.4,Low,2025-12-24 16:06:13
BEN04242,Siya Das,13-18 years,174,Female,Karnataka,3,4,48.0,2075.0,0.92,27,33.2,Medium,2025-12-11 16:06:13
BEN04243,Zoya Joshi,13-18 years,213,Female,Andhra Pradesh,3,4,47.6,1681.0,0.79,11,36.4,Medium,2025-12-10 16:06:13
BEN04244,Advaith Chopra,3-5 years,37,Male,Bihar,3,3,11.0,1007.0,0.43,41,90.2,High,2025-12-09 16:06:13
BEN04245,Aditi Malhotra,6-12 years,99,Female,Kerala,2,3,14.7,1181.0,0.36,27,97.2,High,2026-01-01 16:06:13
BEN04246,Pihu Iyer,6-12 years,95,Female,Rajasthan,3,7,45.5,1777.0,0.97,20,16.3,Low,2025-12-12 16:06:13
BEN04247,Ishaan Mehta,13-18 years,193,Male,Haryana,3,1,25.9,961.0,0.48,25,94.7,High,2025-12-13 16:06:13
BEN04248,Krishna Mehta,6-12 years,111,Male,Gujarat,2,5,51.5,1714.0,0.76,35,43.0,Medium,2025-12-26 16:06:13
BEN04249,Ved Yadav,0-2 years,9,Male,West Bengal,3,4,37.7,2062.0,0.95,0,40.0,Medium,2025-12-08 16:06:13
BEN04250,Siya Shah,0-2 years,12,Female,Gujarat,4,5,54.8,1972.0,0.76,25,19.6,Low,2025-12-19 16:06:13
BEN04251,Diya Malhotra,13-18 years,186,Female,Odisha,3,6,58.4,1796.0,0.9,44,25.8,Low,2025-12-17 16:06:13
BEN04252,Siya Khan,3-5 years,41,Female,Assam,4,6,57.2,1846.0,0.9,36,15.6,Low,2025-12-28 16:06:13
BEN04253,Ishita Pandey,3-5 years,49,Female,Karnataka,4,5,58.0,1604.0,0.8,13,4.1,Low,2025-12-26 16:06:13
BEN04254,Saanvi Nair,0-2 years,15,Female,West Bengal,3,7,38.9,1923.0,0.82,40,31.9,Medium,2025-12-27 16:06:13
BEN04255,Diya Nair,0-2 years,7,Female,Jammu and Kashmir,3,3,12.9,1120.0,0.38,6,69.0,High,2026-01-03 16:06:13
BEN04256,Ayaan Kumar,0-2 years,20,Male,Chhattisgarh,3,4,40.1,1552.0,0.84,6,24.2,Low,2026-01-02 16:06:13
BEN04257,Kiara Kumar,13-18 years,213,Female,Punjab,2,4,38.9,1613.0,1.0,15,58.6,Medium,2025-12-26 16:06:13
BEN04258,Aarav Singh,6-12 years,84,Male,Tamil Nadu,2,6,47.5,2152.0,0.94,29,32.6,Medium,2026-01-03 16:06:13
BEN04259,Angel Sharma,13-18 years,192,Female,NCT Delhi,1,2,26.1,1309.0,0.52,4,86.5,High,2025-12-18 16:06:13
BEN04260,Dhruv Desai,3-5 years,45,Male,Haryana,2,3,28.3,1173.0,0.7,34,88.5,High,2025-12-08 16:06:13
BEN04261,Myra Shah,0-2 years,19,Female,West Bengal,1,3,25.1,1091.0,0.32,27,90.0,High,2025-12-18 16:06:13
BEN04262,Ayaan Singh,3-5 years,51,Male,Bihar,4,4,59.6,1739.0,0.79,8,21.5,Low,2025-12-05 16:06:13
BEN04263,Aarav Kumar,0-2 years,12,Male,Madhya Pradesh,3,1,15.8,1363.0,0.39,38,87.3,High,2025-12-10 16:06:13
BEN04264,Sai Iyer,3-5 years,55,Male,West Bengal,4,6,44.2,1506.0,0.9,33,14.3,Low,2025-12-31 16:06:13
BEN04265,Atharva Malhotra,13-18 years,180,Male,Madhya Pradesh,4,7,47.2,2065.0,0.76,14,4.5,Low,2025-12-30 16:06:13
BEN04266,Vivaan Reddy,13-18 years,167,Male,NCT Delhi,1,2,24.1,1352.0,0.33,6,100.0,High,2025-12-26 16:06:13
BEN04267,Angel Mehta,3-5 years,48,Female,Punjab,2,1,13.8,1203.0,0.33,42,100.0,High,2026-01-03 16:06:13
BEN04268,Pihu Shah,0-2 years,13,Female,Kerala,2,7,53.3,1554.0,0.97,37,29.3,Low,2025-12-18 16:06:13
BEN04269,Zoya Reddy,3-5 years,36,Female,Telangana,3,4,55.2,2146.0,0.89,29,29.9,Low,2025-12-10 16:06:13
BEN04270,Riya Joshi,3-5 years,41,Female,Assam,2,3,21.7,1206.0,0.64,9,78.6,High,2026-01-03 16:06:13
BEN04271,Ved Reddy,3-5 years,41,Male,Andhra Pradesh,3,4,35.6,1779.0,0.81,22,42.8,Medium,2025-12-17 16:06:13
BEN04272,Myra Das,0-2 years,22,Female,Uttar Pradesh,4,5,55.3,2081.0,0.76,18,14.3,Low,2025-12-11 16:06:13
BEN04273,Ishita Sharma,3-5 years,57,Female,West Bengal,3,6,40.1,1797.0,0.77,14,12.6,Low,2025-12-30 16:06:13
BEN04274,Anika Reddy,13-18 years,181,Female,Odisha,3,5,59.2,1514.0,0.77,26,31.4,Medium,2025-12-09 16:06:13
BEN04275,Kabir Desai,3-5 years,52,Male,Tamil Nadu,2,7,57.8,1626.0,0.89,3,28.8,Low,2025-12-19 16:06:13
BEN04276,Aditya Shah,0-2 years,24,Male,Maharashtra,3,4,52.9,1537.0,0.81,3,32.1,Medium,2025-12-05 16:06:13
BEN04277,Ananya Joshi,3-5 years,58,Female,Chhattisgarh,2,6,50.1,2182.0,0.76,18,23.4,Low,2025-12-26 16:06:13
BEN04278,Ishaan Pandey,3-5 years,56,Male,Haryana,2,1,29.9,1102.0,0.46,16,100.0,High,2025-12-14 16:06:13
BEN04279,Navya Reddy,3-5 years,41,Female,Tamil Nadu,3,7,57.8,1903.0,0.98,30,13.8,Low,2025-12-07 16:06:13
BEN04280,Aditya Yadav,0-2 years,15,Male,Tamil Nadu,3,7,59.2,2117.0,0.96,3,15.8,Low,2026-01-02 16:06:13
BEN04281,Aditi Shah,6-12 years,102,Female,West Bengal,1,3,23.7,1268.0,0.7,9,84.9,High,2025-12-10 16:06:13
BEN04282,Riya Malhotra,0-2 years,0,Female,Gujarat,3,1,26.1,1313.0,0.62,17,64.0,High,2025-12-08 16:06:13
BEN04283,Saanvi Mehta,0-2 years,22,Female,Uttar Pradesh,3,7,40.1,2005.0,0.89,6,17.4,Low,2025-12-27 16:06:13
BEN04284,Aadhya Shah,6-12 years,138,Female,Jharkhand,3,5,53.8,2149.0,0.78,28,21.9,Low,2025-12-31 16:06:13
BEN04285,Kiara Pandey,3-5 years,57,Female,Gujarat,2,1,23.2,965.0,0.43,5,100.0,High,2025-12-17 16:06:13
BEN04286,Aadhya Singh,13-18 years,158,Female,Uttar Pradesh,2,2,18.8,1353.0,0.4,7,100.0,High,2025-12-06 16:06:13
BEN04287,Ayaan Joshi,3-5 years,41,Male,Odisha,1,2,26.6,1299.0,0.43,43,100.0,High,2026-01-01 16:06:13
BEN04288,Muhammad Rao,6-12 years,105,Male,NCT Delhi,3,4,48.5,1677.0,0.87,17,36.2,Medium,2025-12-10 16:06:13
BEN04289,Muhammad Chopra,13-18 years,206,Male,Andhra Pradesh,4,7,50.8,1858.0,0.94,10,8.6,Low,2025-12-29 16:06:13
BEN04290,Myra Nair,3-5 years,60,Female,Bihar,3,2,15.6,1234.0,0.46,0,79.6,High,2025-12-14 16:06:13
BEN04291,Arjun Malhotra,0-2 years,9,Male,West Bengal,3,6,35.5,2085.0,0.87,26,27.5,Low,2025-12-10 16:06:13
BEN04292,Aditi Mehta,6-12 years,132,Female,Jammu and Kashmir,2,3,18.6,1247.0,0.37,3,90.2,High,2026-01-01 16:06:13
BEN04293,Sara Nair,13-18 years,209,Female,Telangana,2,7,54.1,1769.0,0.77,28,35.6,Medium,2025-12-20 16:06:13
BEN04294,Atharva Gupta,3-5 years,52,Male,Jharkhand,3,6,47.0,2181.0,0.77,34,24.2,Low,2025-12-12 16:06:13
BEN04295,Aaradhya Rao,13-18 years,198,Female,NCT Delhi,3,6,42.3,1559.0,0.94,36,26.9,Low,2025-12-09 16:06:13
